% Device,CC2225003,,,,,,
% File name,CC2225003_20240411_021738,,,,,,
% Cast time (UTC),4/11/2024 2:17,,,,,,
% Cast time (local),4/11/2024 12:17,,,,,,
% Sample type,Cast,,,,,,
% Cast data,Processed,,,,,,
% Location source,GPS,,,,,,
% Default latitude,32,,,,,,
% Default altitude,0,,,,,,
% Start latitude,-42.8757703,,,,,,
% Start longitude,147.34123,,,,,,
% Start altitude,4.875,,,,,,
% Start GPS horizontal error(Meter),5.806000233,,,,,,
% Start GPS vertical error(Meter),7.846000195,,,,,,
% Start GPS number of satellites,10,,,,,,
% End latitude,-42.8752975,,,,,,
% End longitude,147.3403564,,,,,,
% End altitude,8.23900032,,,,,,
% End GPS horizontal error(Meter),12.66699982,,,,,,
% End GPS vertical error(Meter),19.02599907,,,,,,
% End GPS number of satellites,10,,,,,,
% Cast duration (Seconds),362.6,,,,,,
% Samples per second,5,,,,,,
% Electronics calibration date,0001-01-01,,,,,,
% Conductivity calibration date,6/30/2022,,,,,,
% Temperature calibration date,6/29/2022,,,,,,
% Pressure calibration date,6/17/2022,,,,,,
% ,,,,,,,
Pressure (Decibar),Depth (Meter),Temperature (Celsius),Conductivity (MicroSiemens per Centimeter),Specific conductance (MicroSiemens per Centimeter),Salinity (Practical Salinity Scale),Sound velocity (Meters per Second),Density (Kilograms per Cubic Meter)
4.35,4.336270463,17.2531953,43719.12724,51734.6995,33.75833207,1512.239029,1024.521612
4.65,4.634930189,17.27041948,43790.78507,51798.38007,33.8057011,1512.349606,1024.555153
4.95,4.933573932,17.26096879,43891.86856,51929.55795,33.90083062,1512.43503,1024.631666
5.25,5.232184167,17.335632,44221.92465,52227.78374,34.12299094,1512.916561,1024.7855
5.55,5.530759108,17.35809777,44384.30072,52391.75395,34.24411403,1513.126774,1024.874309
5.85,5.829313067,17.36804336,44479.78669,52492.14167,34.3180398,1513.245774,1024.929927
6.15,6.127853264,17.3732156,44544.16554,52561.70072,34.36914385,1513.324499,1024.969191
6.45,6.426379806,17.39368161,44652.76258,52664.40762,34.44542624,1513.477439,1025.024086
6.75,6.724894249,17.41672511,44725.15843,52721.13572,34.48820483,1513.599728,1025.052665
7.05,7.023397326,17.44245644,44833.42499,52816.71791,34.55961761,1513.76262,1025.102543
7.35,7.321879466,17.47502104,45018.19819,52993.73265,34.69115627,1514.014303,1025.196858
7.65,7.620345974,17.4903676,45057.50421,53020.84537,34.71181754,1514.088336,1025.210312
7.95,7.918809573,17.49344459,45070.28065,53032.0395,34.72009217,1514.111877,1025.217233
8.25,8.21726976,17.49689538,45098.66874,53061.13345,34.74151728,1514.151529,1025.234146
8.55,8.51572429,17.51259646,45151.92335,53104.17042,34.77388508,1514.239932,1025.256484
8.85,8.814174148,17.52430139,45181.34619,53124.14868,34.78910765,1514.296925,1025.266642
9.15,9.112621909,17.52382899,45185.84518,53130.0288,34.79328036,1514.305272,1025.271275
9.45,9.411068451,17.52365833,45189.99766,53135.12458,34.79689519,1514.313875,1025.275408
9.75,9.709514378,17.52212005,45186.76551,53133.24624,34.79531384,1514.312504,1025.275889
10.05,10.00795977,17.52037334,45187.92489,53136.79224,34.79770004,1514.315042,1025.279462
10.35,10.30640417,17.51811062,45188.48099,53140.27403,34.80000907,1514.315965,1025.2831
10.65,10.60484804,17.51869661,45188.08147,53139.07183,34.79904722,1514.321586,1025.283541
10.95,10.90329048,17.50353767,45180.29984,53148.86985,34.80523923,1514.288766,1025.293277
11.25,11.20172921,17.49592388,45192.43624,53172.67177,34.82214415,1514.290499,1025.309401
11.55,11.50016483,17.49759179,45201.40519,53181.1372,34.82833874,1514.30749,1025.315067
11.85,11.79859974,17.50778608,45212.77745,53181.75988,34.82927653,1514.343723,1025.314639
12.15,12.097032,17.51572928,45250.55349,53216.2499,34.85493421,1514.401492,1025.333707
12.45,12.39545961,17.52366635,45279.5354,53240.39445,34.87300196,1514.450574,1025.346956
12.75,12.69388383,17.52855123,45300.12748,53258.48891,34.88645275,1514.485354,1025.357405
13.05,12.99230505,17.53610262,45324.4583,53277.63418,34.90083108,1514.529076,1025.367917
13.35,13.29072205,17.53707699,45352.57179,53309.45966,34.92413528,1514.563528,1025.386867
13.65,13.58913266,17.55206184,45409.47306,53357.54731,34.96019868,1514.65395,1025.4122
13.95,13.88753987,17.59019435,45457.33596,53365.96446,34.96848187,1514.781017,1025.410608
14.25,14.18594442,17.62664562,45536.04498,53412.65341,35.00476606,1514.934931,1025.430875
14.41908105,14.3541245,17.63983154,45555.36227,53418.78781,35.00996875,1514.982551,1025.432396
