% Device,CC2225003,,,,,,
% File name,CC2225003_20240411_003354,,,,,,
% Cast time (UTC),4/11/2024 0:33,,,,,,
% Cast time (local),4/11/2024 10:33,,,,,,
% Sample type,Cast,,,,,,
% Cast data,Processed,,,,,,
% Location source,GPS,,,,,,
% Default latitude,32,,,,,,
% Default altitude,0,,,,,,
% Start latitude,-42.8558672,,,,,,
% Start longitude,147.3439943,,,,,,
% Start altitude,1.0369999408721924,,,,,,
% Start GPS horizontal error(Meter),7.3530001640319824,,,,,,
% Start GPS vertical error(Meter),13.347000122070313,,,,,,
% Start GPS number of satellites,11,,,,,,
% End latitude,-42.8538695,,,,,,
% End longitude,147.3447897,,,,,,
% End altitude,8.5920000076293945,,,,,,
% End GPS horizontal error(Meter),9.4560003280639648,,,,,,
% End GPS vertical error(Meter),17.094999313354492,,,,,,
% End GPS number of satellites,13,,,,,,
% Cast duration (Seconds),573.6,,,,,,
% Samples per second,5,,,,,,
% Electronics calibration date,0001-01-01,,,,,,
% Conductivity calibration date,6/30/2022,,,,,,
% Temperature calibration date,6/29/2022,,,,,,
% Pressure calibration date,6/17/2022,,,,,,
% ,,,,,,,
Pressure (Decibar),Depth (Meter),Temperature (Celsius),Conductivity (MicroSiemens per Centimeter),Specific conductance (MicroSiemens per Centimeter),Salinity (Practical Salinity Scale),Sound velocity (Meters per Second),Density (Kilograms per Cubic Meter)
0.15,0.14974175292420791,16.389676323936271,38427.282282020853,46421.337027704394,29.870631210080585,1505.0910364317876,1021.7214015743602
0.44999999999999996,0.44921320864034092,16.427887606465013,38592.169561355018,46577.525178151409,29.984445443767516,1505.3447965519724,1021.8014598531089
0.74999999999999989,0.74866618389520312,16.426749908850489,38659.854299788494,46660.496400091877,30.043705035552073,1505.4142400190572,1021.8484867496912
1.05,1.0481150368497432,16.434316845481174,38639.17441,46627.020009631815,30.020040962750798,1505.4154481540932,1021.8299809953694
1.35,1.347546941,16.498541883709297,38918.14531,46890.979223758157,30.212631319282238,1505.8395724104846,1021.9645600529456
1.65,1.6469072189084328,16.651273567270231,39639.058219823513,47584.449195536814,30.71882249709493,1506.8943667677504,1022.3194333113439
1.9500000000000002,1.9461560739052495,16.794437966041066,40429.686537856731,48367.304963769071,31.290276129186537,1507.9915463069888,1022.7261364803243
2.25,2.2452640251236691,16.97670081737304,41500.705156399155,49433.023973174095,32.070279992208718,1509.442790041958,1023.2832708476713
2.55,2.5442413941262743,17.105393672958659,42173.69956,50081.112990528352,32.547113772573475,1510.3815677673067,1023.6200481502333
2.85,2.8431438598157079,17.213704641506236,42579.64294,50433.435418250716,32.808922049041541,1511.0113617105315,1023.7965615103969
3.15,3.1419949684202666,17.258846472683906,42903.025278745983,50762.18219,33.050386226118022,1511.4274465970741,1023.972281917694
3.4499999999999997,3.4408026262757296,17.256461817848766,43083.505751804631,50978.600548149218,33.207659880629954,1511.6048732564295,1024.0947163911394
3.75,3.7395849000812982,17.252857881221598,43155.546366949209,51068.198142082118,33.272590741927644,1511.6732143278471,1024.1466654794785
4.05,4.038341820962331,17.275331757580936,43368.31415,51292.695222519884,33.437321093322623,1511.9335772628531,1024.2689281753962
4.35,4.3370416644925713,17.301000340598243,43808.146401633596,51781.454396941146,33.795217828799508,1512.4239885578941,1024.538506038434
4.6499999999999995,4.6356722799548464,17.339889459518286,44169.052410022741,52160.094149812721,34.073972189688448,1512.8633042137371,1024.7442534662462
4.9499999999999993,4.9342428966976257,17.407098164050552,44569.330962274005,52549.37603825063,34.362542806311005,1513.3977730629324,1024.9507051961218
5.2499999999999991,5.2327801399459721,17.45523975107675,44667.216969548994,52605.069752804942,34.405993506040438,1513.5953260752738,1024.9737579171924
5.55,5.5313122451142345,17.476466703301845,44713.093780290721,52632.783810164481,34.427400730132547,1513.687715,1024.9863763642441
5.85,5.8298377421120069,17.491035013629162,44781.072996119226,52694.730761154118,34.473502824722431,1513.7884962489634,1025.0195261571621
6.1499999999999995,6.1283490767814612,17.49835754078979,44886.70700228832,52809.931488771304,34.558223209815033,1513.9118379196552,1025.0840264150531
6.4499999999999993,6.4268457406245654,17.53096388369552,44984.503438079206,52884.415647260066,34.614585703640508,1514.0776828266264,1025.1206751904701
6.7499999999999991,6.725330965205246,17.54247022293427,45062.306162403023,52961.553391545109,34.671693242507409,1514.1818546953853,1025.1629892878241
7.0499999999999989,7.0238075316813307,17.551157704052279,45098.80977,52993.634253394594,34.695606949764745,1514.239812561375,1025.1805382436792
7.35,7.322277764750921,17.564152169956067,45154.505294724848,53042.881148466979,34.732362987538956,1514.3251410832565,1025.2068867480223
7.6499999999999995,7.6207422781908152,17.574365052390437,45186.728640968242,53068.000644710875,34.751264434406238,1514.381868552661,1025.2202205279448
7.9499999999999993,7.9191999292030184,17.578326201569048,45242.04184960889,53128.01827,34.795413197725068,1514.4489035395254,1025.2544225488102
8.25,8.217651685285567,17.586539840548348,45261.49735439178,53140.613822887412,34.80501503,1514.4891030439906,1025.2611102647857
8.5499999999999989,8.5161014355114038,17.592806401614258,45279.50786261577,53153.938056661704,34.815039734734839,1514.5240279126988,1025.2685938490226
8.85,8.8145439099007277,17.601354865553521,45354.267108326312,53231.014895489549,34.871988432393159,1514.6191884685954,1025.3114916760251
9.1499999999999986,9.112978006,17.607708549617843,45383.884111226667,53257.832509786225,34.891926938475855,1514.6656620995855,1025.326552
9.45,9.4114076321011719,17.612507367591284,45412.872712807737,53285.849059595886,34.91265799328896,1514.7084460719148,1025.3425963552388
9.75,9.709831661,17.610451831588321,45442.730107223506,53323.45487303134,34.940036834287056,1514.738581786256,1025.3654029922602
10.049999999999999,10.008249902552237,17.60435283693079,45458.797432101623,53349.94478861853,34.959021974506676,1514.7472159772738,1025.382758713607
10.35,10.306664398754348,17.603674376925635,45469.281456056618,53363.098513262281,34.968527905373492,1514.7610380948211,1025.3915303439208
10.649999999999999,10.605074298503055,17.60718509,45507.346763263253,53403.371602394051,34.998193597697806,1514.8102096695759,1025.4147373341866
10.95,10.903477466231143,17.61413926971645,45550.497670053926,53445.286530079218,35.029268889600978,1514.8711443844968,1025.4381868686432
11.25,11.201875377440844,17.618844454350686,45574.859529594112,53467.96717870851,35.046088144633522,1514.909185090979,1025.4512545944128
11.549999999999999,11.500268045414398,17.625638331180035,45617.667684657528,53509.659292643206,35.07699764233363,1514.9694468974326,1025.4746144939454
11.85,11.798656692689946,17.630528425158523,45629.573105448828,53517.484759255778,35.082916222316911,1514.9955972628013,1025.4792799936993
12.149999999999999,12.097043775025984,17.63041003546352,45637.356959332436,53526.76285,35.089612218725009,1515.0078678560917,1025.485761098905
12.45,12.395429928907724,17.63073575505037,45636.379467790059,53525.207411396383,35.088373787500259,1515.0124013623347,1025.4860517611223
12.75,12.693815702093598,17.628463406008866,45635.508880781585,53527.039487832968,35.08947389,1515.0119419543025,1025.4887678678358
13.049999999999999,12.99220144212199,17.62875700381807,45630.871402199475,53521.231451942782,35.08510897,1515.0128161063938,1025.486669697845
13.35,13.290587265740131,17.632142425037454,45636.548425062807,53523.639476139593,35.08696002,1515.029892070952,1025.4885833340984
13.649999999999999,13.588972437373004,17.631999790937076,45638.965956226537,53526.653898521428,35.089052273960121,1515.036842315212,1025.491541207329
