% Device,CC2225003
% File name,CC2225003_20221114_003455
% Cast time (UTC),2022-11-14 00:34:55
% Cast time (local),2022-11-14 11:34:55
% Sample type,Cast
% Cast data,Processed
% Location source,GPS
% Default latitude,32
% Default altitude,0
% Start latitude,-42.8859985
% Start longitude,147.3364051
% Start altitude,3.6989998817443848
% Start GPS horizontal error(Meter),98.5979995727539
% Start GPS vertical error(Meter),663.5369873046875
% Start GPS number of satellites,3
% End latitude,-42.8858133
% End longitude,147.3363474
% End altitude,1.8710000514984131
% End GPS horizontal error(Meter),360.40899658203125
% End GPS vertical error(Meter),601.48297119140625
% End GPS number of satellites,3
% Cast duration (Seconds),104.4
% Samples per second,5
% Electronics calibration date,0001-01-01
% Conductivity calibration date,2022-06-30
% Temperature calibration date,2022-06-29
% Pressure calibration date,2022-06-17
% 
Pressure (Decibar),Depth (Meter),Temperature (Celsius),Conductivity (MicroSiemens per Centimeter),Specific conductance (MicroSiemens per Centimeter),Salinity (Practical Salinity Scale),Sound velocity (Meters per Second),Density (Kilograms per Cubic Meter)
0.15,0.15005464797634605,14.988599411385124,33641.428412939342,42063.774310836852,26.701715826016475,1496.9979112141655,1019.5889335009282
0.44999999999999996,0.45010888109852987,14.974432212349688,34167.152487179905,42736.2573978278,27.173801655853673,1497.5042885312728,1019.9559172438105
0.74999999999999989,0.75009163331020356,14.965085598363293,34334.667903095979,42955.82930579548,27.327822747730174,1497.6575968406983,1020.0775443159636
1.05,1.050025579062398,14.949422484465279,34626.350998486669,43337.736624292207,27.596076713614355,1497.9230124575281,1020.288281268957
1.35,1.3497881085476251,14.905565125489648,35979.944750038056,45081.362257235509,28.827023017579545,1499.2149925987335,1021.2451191563596
1.65,1.6492382108302908,14.853778348664099,37627.204501528548,47206.571196768113,30.336797344150828,1500.807611316606,1022.4188955119568
1.9500000000000002,1.9483578199942433,14.742520719628095,39057.41071561131,49138.064229933938,31.71301504533924,1502.0568625402702,1023.5034183695765
2.25,2.2472371174559385,14.614041109242562,39701.738464127935,50110.689735797889,32.403297711954885,1502.4537836606453,1024.0638675634905
2.55,2.5459957018023602,14.523884028947997,39970.002034215111,50564.365087373968,32.723332088373887,1502.5422801114705,1024.3310048385952
2.85,2.8446934190170161,14.446052566637203,40086.516177083518,50811.822183429336,32.895626571012308,1502.4977801081257,1024.4816441408732
3.15,3.1433533364731465,14.371426258457831,40147.446227298773,50985.511629356122,33.014888843298579,1502.4013792546616,1024.5906957171999
3.4499999999999997,3.44198082801744,14.295986638154385,40213.667091607174,51167.651625473845,33.140143461790757,1502.3090917941081,1024.7045286204598
3.75,3.7405759113509651,14.226404778040028,40279.783020803319,51342.69027294722,33.260712356163566,1502.2300216897202,1024.8135060802993
4.05,4.0391457294262185,14.172057394374443,40302.273761623408,51442.630847634871,33.32824722144116,1502.1379726971049,1024.8783464750204
4.35,4.3376988193620258,14.131824544926108,40321.719556392483,51520.367405946396,33.380902249734788,1502.0741285113274,1024.9287405495052
4.6499999999999995,4.6362399098624252,14.100498347592216,40326.806535140051,51568.149050999695,33.412646397718568,1502.0145986999876,1024.9611245248566
4.9499999999999993,4.9347745130859435,14.095988376232663,40337.089368092536,51587.248517567044,33.425948107204945,1502.0205121448134,1024.9736748155419
5.2499999999999991,5.233306400754997,14.08467981471258,40330.510374423917,51593.758175348245,33.429562526507119,1501.9929712495823,1024.9801612388028
5.55,5.5318362038096733,14.070569435165975,40322.90800515403,51602.662295549846,33.434665049782559,1501.9580591719389,1024.9883793527752
5.85,5.8303632925974789,14.066854577965385,40331.722419235892,51618.850371926186,33.445928442665632,1501.9641595390519,1024.999189806651
6.1499999999999995,6.1288872270524317,14.060101324673269,40337.396527954632,51635.038261504109,33.456929396669793,1501.9600735812769,1025.0104302405709
6.4499999999999993,6.4274065594470988,14.047976506942939,40349.760034841427,51666.902672494471,33.478800162261841,1501.9512741930594,1025.0311833201881
6.7499999999999991,6.7259183829793026,14.036590711080995,40377.629332009834,51717.668726316522,33.514402350359688,1501.9609892712772,1025.06238772631
7.0499999999999989,7.0244182324981121,14.016724675621003,40423.268493565869,51802.488329861946,33.573897236921404,1501.971161529329,1025.1138113261595
7.35,7.3229037474667447,13.982397540460747,40445.419672032534,51876.5163559441,33.624320795303483,1501.9235985542673,1025.1612355715417
7.6499999999999995,7.62137866367956,13.964669846605483,40457.769211462466,51915.96563083295,33.651179365014173,1501.9023709291121,1025.1870050707603
7.9499999999999993,7.9198502386695306,13.960725229277506,40447.785002501085,51908.408743000131,33.645243900126829,1501.8875095264787,1025.1845776614246
8.25,8.2183214984591917,13.963248240755522,40456.10713641753,51915.726951764351,33.650638963860118,1501.9070254870464,1025.1895602939956
8.5499999999999989,8.516792448270035,13.968196521078236,40457.037376956141,51910.3281506402,33.647047705828733,1501.9238848363702,1025.1870970016812
8.8373970492132781,8.8027228938522182,13.973874974241831,40484.232849302309,51937.654231275039,33.6672007423805,1501.9708002348623,1025.2027679233775
